index, timestamp, power.draw [W], utilization.gpu [%], clocks.current.sm [MHz], temperature.gpu, memory.used [MiB]
0, 2018/08/08 14:20:01.978, 38.72 W, 59 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:02.981, 44.54 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:03.988, 172.50 W, 46 %, 1328 MHz, 50, 9209 MiB
0, 2018/08/08 14:20:04.992, 159.58 W, 35 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:05.996, 38.72 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:07.000, 38.96 W, 42 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:08.004, 38.96 W, 3 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:09.007, 39.23 W, 46 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:10.011, 161.75 W, 51 %, 1328 MHz, 50, 9209 MiB
0, 2018/08/08 14:20:11.015, 140.45 W, 8 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:20:12.019, 38.97 W, 0 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:20:13.025, 40.67 W, 63 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:14.028, 168.40 W, 29 %, 1328 MHz, 50, 9209 MiB
0, 2018/08/08 14:20:15.032, 39.21 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:16.036, 38.96 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:17.042, 132.08 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:18.046, 38.96 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:19.050, 159.58 W, 44 %, 1328 MHz, 50, 9209 MiB
0, 2018/08/08 14:20:20.054, 155.34 W, 4 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:21.061, 38.96 W, 10 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:22.064, 39.21 W, 62 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:23.068, 133.04 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:24.072, 38.96 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:25.078, 39.21 W, 63 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:26.082, 157.48 W, 34 %, 1328 MHz, 50, 9209 MiB
0, 2018/08/08 14:20:27.086, 38.72 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:28.090, 38.96 W, 47 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:29.094, 41.88 W, 63 %, 1328 MHz, 50, 9209 MiB
0, 2018/08/08 14:20:30.097, 154.37 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:31.101, 52.81 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:32.105, 38.72 W, 53 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:33.109, 46.49 W, 50 %, 1328 MHz, 50, 9209 MiB
0, 2018/08/08 14:20:34.116, 144.80 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:35.119, 38.72 W, 28 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:36.123, 66.85 W, 38 %, 1328 MHz, 50, 9209 MiB
0, 2018/08/08 14:20:37.127, 174.34 W, 8 %, 1328 MHz, 50, 9209 MiB
0, 2018/08/08 14:20:38.130, 38.48 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:39.134, 38.73 W, 22 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:40.138, 39.21 W, 63 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:41.142, 174.10 W, 3 %, 1328 MHz, 50, 9209 MiB
0, 2018/08/08 14:20:42.145, 38.72 W, 20 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:43.151, 38.72 W, 33 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:44.155, 38.48 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:45.159, 38.72 W, 63 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:46.162, 82.54 W, 25 %, 1328 MHz, 50, 9209 MiB
0, 2018/08/08 14:20:47.166, 147.36 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:48.170, 38.72 W, 40 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:49.174, 39.46 W, 58 %, 1328 MHz, 50, 9209 MiB
0, 2018/08/08 14:20:50.178, 157.90 W, 0 %, 1328 MHz, 50, 9209 MiB
0, 2018/08/08 14:20:51.181, 38.73 W, 20 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:52.188, 38.96 W, 63 %, 1328 MHz, 50, 9209 MiB
0, 2018/08/08 14:20:53.192, 75.07 W, 19 %, 1328 MHz, 51, 9209 MiB
0, 2018/08/08 14:20:54.196, 175.40 W, 0 %, 1328 MHz, 50, 9209 MiB
0, 2018/08/08 14:20:55.200, 38.72 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:56.206, 38.96 W, 63 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:57.210, 45.76 W, 29 %, 1328 MHz, 50, 9209 MiB
0, 2018/08/08 14:20:58.214, 163.37 W, 0 %, 1328 MHz, 50, 9209 MiB
0, 2018/08/08 14:20:59.217, 115.04 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:21:00.224, 38.96 W, 63 %, 1328 MHz, 50, 9209 MiB
0, 2018/08/08 14:21:01.228, 166.82 W, 0 %, 1328 MHz, 51, 9209 MiB
0, 2018/08/08 14:21:02.232, 38.72 W, 45 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:21:03.235, 38.97 W, 34 %, 1328 MHz, 50, 9209 MiB
0, 2018/08/08 14:21:04.242, 38.96 W, 57 %, 1328 MHz, 50, 9209 MiB
0, 2018/08/08 14:21:05.246, 139.48 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:21:06.250, 38.72 W, 61 %, 1328 MHz, 50, 9209 MiB
0, 2018/08/08 14:21:07.253, 38.96 W, 63 %, 1328 MHz, 50, 9209 MiB
